Venue,Date,Time,Race Name,Draw,Form,Last Form,Horse,Jockey,Trainer,Date Last Run,Age,Weight,Beaten Favourite,Course Winner,Distance Winner,Course & Distance Winner,OR,RDB Rating,Race Distance,Runner Count,Class,Going,RPR,Class Change,Weight Diff,WFF Rank,RDB Rank,Handi/Non Handi,Flat/Jump,Surface Type,Top Speed
Roscommon,20230710,17:00,Knockcroghery Claiming Hurdle,-,1PP-636,6,Custers Mistake,J J Slevin,John F O'Neill,29,6,11.4,N,N,N,N,101,143,2m 4f,13,-, Good,113,0,10,8,3,N,Jump,Turf,83
Roscommon,20230710,17:00,Knockcroghery Claiming Hurdle,-,0/008-0,0,Saddle In The Rain,R J Condon,D J Barry,40,6,10.6,N,N,N,N,84,37,2m 4f,13,-, Good,108,0,-7,9,13,N,Jump,Turf,73
Roscommon,20230710,17:00,Knockcroghery Claiming Hurdle,-,824944/,/,Knock On Steel,S F O'Keeffe,B Jordan,592,10,11.0,N,N,Y,N,105,187,2m 4f,13,-, Good,113,0,-6,10,1,N,Jump,Turf,-
Roscommon,20230710,17:00,Knockcroghery Claiming Hurdle,-,960-656,6,Repeat That,P T Enright,M Butler,21,10,10.6,N,N,Y,N,81,145,2m 4f,13,-, Good,115,0,-7,11,2,N,Jump,Turf,43
Roscommon,20230710,17:00,Knockcroghery Claiming Hurdle,-,7P8UP-6,6,Massons Castle,C D Maxwell,D A McLoughlin,38,8,10.8,N,N,N,N,88,43,2m 4f,13,-, Good,118,0,-9,12,12,N,Jump,Turf,58
Roscommon,20230710,17:00,Knockcroghery Claiming Hurdle,-,3888F9-,-,Coventry,J W Kennedy,G Elliott,9,6,11.1,N,N,N,N,116,84,2m 4f,13,-, Good,130,0,0,13,7,N,Jump,Turf,73
Ayr,20230710,17:15,Racing TV Profits Returned To Racing Handicap (Class 6),1,242547,7,Zegos Surprise,A Mullen,I Jardine,26,5,8.12,N,N,N,N,45,78,6f,13,6, Good To Soft,66,0,-12,1,11,Y,Flat,Turf,44
Ayr,20230710,17:15,Racing TV Profits Returned To Racing Handicap (Class 6),11,6852,2,The Caltonian,J Fanning,Miss L A Perratt,16,4,9.12,N,N,N,N,60,204,6f,13,6, Good To Soft,71,-1,12,2,4,Y,Flat,Turf,62
Ayr,20230710,17:15,Racing TV Profits Returned To Racing Handicap (Class 6),13,138-002,2,Flavius Titus,Harry Russell,D Brooke,19,8,9.0,N,N,Y,N,48,210,6f,13,6, Good To Soft,70,0,-6,3,3,Y,Flat,Turf,48
Ayr,20230710,17:15,Racing TV Profits Returned To Racing Handicap (Class 6),6,8424-56,6,See My Baby Jive,Jason Hart,D W Whillans,5,7,8.12,N,N,N,N,46,81,6f,13,6, Good To Soft,66,0,0,4,10,Y,Flat,Turf,40
Ayr,20230710,17:15,Racing TV Profits Returned To Racing Handicap (Class 6),12,845433,3,Caribbean Sunset,Oliver Stammers,Grant Tuer,11,5,9.12,N,N,Y,N,60,241,6f,13,6, Good To Soft,69,0,-1,5,1,Y,Flat,Turf,55
Ayr,20230710,17:15,Racing TV Profits Returned To Racing Handicap (Class 6),7,222433,3,Kraken Power,P Mulrennan,J S Goldie,47,5,9.12,N,N,Y,N,60,214,6f,13,6, Good To Soft,70,0,-1,6,2,Y,Flat,Turf,54
Ayr,20230710,17:15,Racing TV Profits Returned To Racing Handicap (Class 6),10,07930-4,4,Huraiz,Barry McHugh,Ewan Whillans,32,6,9.9,N,N,Y,N,57,125,6f,13,6, Good To Soft,67,-1,9,7,7,Y,Flat,Turf,41
Ayr,20230710,17:15,Racing TV Profits Returned To Racing Handicap (Class 6),4,00783,3,King Of The Jungle,Connor Beasley,M & D Easterby,2,3,9.1,N,N,N,N,55,109,6f,13,6, Good To Soft,68,0,0,8,8,Y,Flat,Turf,59
Ayr,20230710,17:15,Racing TV Profits Returned To Racing Handicap (Class 6),2,44612-8,8,Wrecked It Ralph,P Mathers,R M Smith,57,5,9.1,N,Y,N,N,58,159,6f,13,6, Good To Soft,67,-3,23,9,5,Y,Flat,Turf,59
Ayr,20230710,17:15,Racing TV Profits Returned To Racing Handicap (Class 6),5,548504,4,Oriental Lilly,William Pyle,J S Goldie,7,9,8.12,N,Y,Y,Y,45,135,6f,13,6, Good To Soft,64,0,1,10,6,Y,Flat,Turf,48
Ayr,20230710,17:15,Racing TV Profits Returned To Racing Handicap (Class 6),8,8658,8,Genevieve,Amie Waugh,J S Goldie,6,4,8.12,N,N,N,N,45,64,6f,13,6, Good To Soft,55,0,0,11,13,Y,Flat,Turf,28
Ayr,20230710,17:15,Racing TV Profits Returned To Racing Handicap (Class 6),9,59-5489,9,Earn Your Stripes,Andrew Breslin,R M Smith,6,5,8.12,N,N,N,Y,45,94,6f,13,6, Good To Soft,67,0,0,12,9,Y,Flat,Turf,47
Ayr,20230710,17:15,Racing TV Profits Returned To Racing Handicap (Class 6),3,760580,0,Roman Blaze,J P Sullivan,J Bedi,19,4,9.0,N,N,N,N,48,73,6f,13,6, Good To Soft,69,0,-5,13,12,Y,Flat,Turf,57
Chepstow,20230710,17:20,SFI Ltd Building Consultants Handicap (Class 5),1,8-11274,4,Local Bay,L Morris,A W Carroll,14,5,8.12,N,N,Y,N,57,149,7f 16y,11,5, Good To Soft,77,1,-9,1,4,Y,Flat,Turf,62
Chepstow,20230710,17:20,SFI Ltd Building Consultants Handicap (Class 5),5,008655,5,Shoot To Kill,Billy Loughnane,R Brisland,30,6,10.0,N,N,Y,N,73,147,7f 16y,11,5, Good To Soft,79,-1,9,2,5,Y,Flat,Turf,51
Chepstow,20230710,17:20,SFI Ltd Building Consultants Handicap (Class 5),10,3/672-93,3,King of The Dance,Charles Bishop,Eve Johnson Houghton,13,4,9.8,N,N,N,N,67,108,7f 16y,11,5, Good To Soft,78,0,0,3,10,Y,Flat,Turf,42
Chepstow,20230710,17:20,SFI Ltd Building Consultants Handicap (Class 5),3,4/685-35,5,Bastogne,Laura Coughlan,D Faulkner,13,4,10.1,N,N,N,N,74,144,7f 16y,11,5, Good To Soft,77,0,3,4,6,Y,Flat,Turf,56
Chepstow,20230710,17:20,SFI Ltd Building Consultants Handicap (Class 5),7,70-5263,3,Macs Dilemma,Hollie Doyle,J G M O'Shea,24,5,10.1,N,Y,Y,Y,74,184,7f 16y,11,5, Good To Soft,83,0,9,5,2,Y,Flat,Turf,62
Chepstow,20230710,17:20,SFI Ltd Building Consultants Handicap (Class 5),11,0-65,5,Boxing Alex,David Egan,D Loughnane,14,3,9.4,N,N,N,N,71,136,7f 16y,11,5, Good To Soft,77,0,0,6,8,Y,Flat,Turf,14
Chepstow,20230710,17:20,SFI Ltd Building Consultants Handicap (Class 5),9,112-898,8,Iconic Knight,William Cox,A W Carroll,10,8,9.8,N,Y,N,Y,67,109,7f 16y,11,5, Good To Soft,83,-1,-5,7,9,Y,Flat,Turf,19
Chepstow,20230710,17:20,SFI Ltd Building Consultants Handicap (Class 5),2,0000-00,0,Lunar Space,Saffie Osborne,J A Osborne,13,5,9.8,N,N,Y,N,67,105,7f 16y,11,5, Good To Soft,77,0,-5,8,11,Y,Flat,Turf,-
Chepstow,20230710,17:20,SFI Ltd Building Consultants Handicap (Class 5),4,8-45949,9,Voltaic,Mollie Phillips,A W Carroll,10,7,8.12,N,N,Y,N,57,141,7f 16y,11,5, Good To Soft,84,-1,-8,9,7,Y,Flat,Turf,69
Chepstow,20230710,17:20,SFI Ltd Building Consultants Handicap (Class 5),8,7653-15,5,Liangel Hope,Gina Mangan,C Mason,58,4,10.4,N,N,Y,N,77,216,7f 16y,11,5, Good To Soft,80,-1,13,10,1,Y,Flat,Turf,43
Chepstow,20230710,17:20,SFI Ltd Building Consultants Handicap (Class 5),6,734517,7,Raven's Applause,Rossa Ryan,E A L Dunlop,23,3,9.6,N,N,N,N,73,156,7f 16y,11,5, Good To Soft,81,0,-7,11,3,Y,Flat,Turf,70
Worcester,20230710,17:25,Radio Wyvern - Where Worcester Comes First Handicap Hurdle (Div 2) (Class 5),-,85136/3,3,Top Man,Mr Freddie Gordon,C Gordon,40,9,11.11,N,N,N,N,93,123,2m 7f,12,5, Good,94,-1,13,1,4,Y,Jump,Turf,76
Worcester,20230710,17:25,Radio Wyvern - Where Worcester Comes First Handicap Hurdle (Div 2) (Class 5),-,3114P-P,P,Sheila Nash,D A Jacob,R T Phillips,19,8,12.0,N,N,N,Y,96,240,2m 7f,12,5, Good,98,0,-1,2,2,Y,Jump,Turf,81
Worcester,20230710,17:25,Radio Wyvern - Where Worcester Comes First Handicap Hurdle (Div 2) (Class 5),-,89426-6,6,Walk In The Storm,C J Todd,Ian Williams,24,6,10.13,N,N,N,N,81,104,2m 7f,12,5, Good,99,0,-4,3,5,Y,Jump,Turf,64
Worcester,20230710,17:25,Radio Wyvern - Where Worcester Comes First Handicap Hurdle (Div 2) (Class 5),-,724-8PP,P,Begoodtoyourself,Ben Jones,C N Kellett,34,8,10.5,N,N,N,N,73,79,2m 7f,12,5, Good,0,0,6,4,9,Y,Jump,Turf,-
Worcester,20230710,17:25,Radio Wyvern - Where Worcester Comes First Handicap Hurdle (Div 2) (Class 5),-,91P3-P0,0,Doors Breaker,Non Runner,T Collier,17,6,10.9,N,N,N,N,77,98,2m 7f,12,5, Good,97,0,3,5,6,Y,Jump,Turf,48
Worcester,20230710,17:25,Radio Wyvern - Where Worcester Comes First Handicap Hurdle (Div 2) (Class 5),-,P3-2322,2,Jack The Farmer,S Bowen,N J Hawke,18,7,11.0,Y,N,N,N,82,263,2m 7f,12,5, Good,98,0,0,6,1,Y,Jump,Turf,97
Worcester,20230710,17:25,Radio Wyvern - Where Worcester Comes First Handicap Hurdle (Div 2) (Class 5),-,00PP-73,3,Kimberley Eve,James Best,Simon Earle,7,5,10.2,N,N,N,N,68,94,2m 7f,12,5, Good,92,0,-3,7,7,Y,Jump,Turf,46
Worcester,20230710,17:25,Radio Wyvern - Where Worcester Comes First Handicap Hurdle (Div 2) (Class 5),-,40/089-5,5,Ulysses,James Davies,D Shaw,12,9,10.4,N,Y,N,N,72,83,2m 7f,12,5, Good,97,0,2,8,8,Y,Jump,Turf,58
Worcester,20230710,17:25,Radio Wyvern - Where Worcester Comes First Handicap Hurdle (Div 2) (Class 5),-,8783-41,1,Hollow Ron,Toby Wynne,O Greenall & J Guerriero,32,5,10.12,N,N,Y,N,80,233,2m 7f,12,5, Good,102,0,10,9,3,Y,Jump,Turf,66
Worcester,20230710,17:25,Radio Wyvern - Where Worcester Comes First Handicap Hurdle (Div 2) (Class 5),-,6224-74,4,Robbie Dazzler,Richard Patrick,M Scudamore,34,6,10.9,N,N,N,N,77,74,2m 7f,12,5, Good,99,0,3,10,10,Y,Jump,Turf,80
Worcester,20230710,17:25,Radio Wyvern - Where Worcester Comes First Handicap Hurdle (Div 2) (Class 5),-,32/F66-P,P,Gastara,B S Hughes,R G Hawker,63,8,11.9,N,N,N,N,91,70,2m 7f,12,5, Good,92,0,7,11,11,Y,Jump,Turf,77
Worcester,20230710,17:25,Radio Wyvern - Where Worcester Comes First Handicap Hurdle (Div 2) (Class 5),-,2/6900-0,0,Barnards Green,Sam Twiston-Davies,N P Mulholland,65,7,11.2,N,N,N,N,84,54,2m 7f,12,5, Good,102,0,-3,12,12,Y,Jump,Turf,65
Roscommon,20230710,17:35,Adare Manor Opportunity Maiden Hurdle,-,3-3,3,Scott Lang,B W Harvey,P W Flynn,16,6,11.12,N,N,N,N,-,190,2m 4f,19,-, Good,102,0,27,1,4,N,Jump,Turf,68
Roscommon,20230710,17:35,Adare Manor Opportunity Maiden Hurdle,-,248/1P-P,P,Hazelhatch Lady,M M McDonagh,James Andrew Fahey,19,6,11.5,N,N,N,N,-,180,2m 4f,19,-, Good,0,0,0,2,5,N,Jump,Turf,-
Roscommon,20230710,17:35,Adare Manor Opportunity Maiden Hurdle,-,3424/40-,-,Clifftop,K E Buckley,H Rogers,29,7,11.12,N,N,N,N,102,104,2m 4f,19,-, Good,112,0,35,3,9,N,Jump,Turf,98
Roscommon,20230710,17:35,Adare Manor Opportunity Maiden Hurdle,-,58-1,1,Onlyamatteroftime,A P Kelly,N Madden,30,7,11.12,N,N,N,N,-,154,2m 4f,19,-, Good,121,0,5,4,6,N,Jump,Turf,71
Roscommon,20230710,17:35,Adare Manor Opportunity Maiden Hurdle,-,5-231,1,Minella Mate,M J M O'Sullivan,J Nallen,21,5,11.12,N,N,N,N,-,234,2m 4f,19,-, Good,0,0,3,5,1,N,Jump,Turf,-
Roscommon,20230710,17:35,Adare Manor Opportunity Maiden Hurdle,-,F-7,7,Royal Class,Reserve 2,Joseph Murray,38,5,11.4,N,N,N,N,-,60,2m 4f,19,-, Good,88,0,4,6,15,N,Jump,Turf,35
Roscommon,20230710,17:35,Adare Manor Opportunity Maiden Hurdle,-,8,8,Late Vocation,P K Donovan,P F McEnery,29,5,10.11,N,N,N,N,-,36,2m 4f,19,-, Good,107,0,-3,7,18,N,Jump,Turf,100
Roscommon,20230710,17:35,Adare Manor Opportunity Maiden Hurdle,-,6465-P,P,Yara Greyjoy,P J O'Hanlon,P J Rothwell,60,5,10.11,N,N,N,N,-,99,2m 4f,19,-, Good,0,0,3,8,10,N,Jump,Turf,-
Roscommon,20230710,17:35,Adare Manor Opportunity Maiden Hurdle,-,P-0,0,Georgiabell,Reserve 1,L P Cusack,29,5,10.11,N,N,N,N,-,36,2m 4f,19,-, Good,88,0,-3,9,19,N,Jump,Turf,76
Roscommon,20230710,17:35,Adare Manor Opportunity Maiden Hurdle,-,0/0-,-,Onehellofagetaway,C Owens,P J Rothwell,151,5,11.4,N,N,N,N,-,60,2m 4f,19,-, Good,0,0,-8,10,14,N,Jump,Turf,-
Roscommon,20230710,17:35,Adare Manor Opportunity Maiden Hurdle,-,650904-,-,Pickanumber,E Walsh,P Croke,81,5,11.4,N,N,N,N,-,110,2m 4f,19,-, Good,22,0,-3,11,8,N,Jump,Turf,-
Roscommon,20230710,17:35,Adare Manor Opportunity Maiden Hurdle,-,77-66,6,The Bridge House,Shane Fenelon,J J Hanlon,29,5,11.4,N,N,N,N,-,114,2m 4f,19,-, Good,104,0,-8,12,7,N,Jump,Turf,68
Roscommon,20230710,17:35,Adare Manor Opportunity Maiden Hurdle,-,652-4,4,Skradin,G Brouder,C O'Dwyer,60,6,11.4,N,N,N,N,104,206,2m 4f,19,-, Good,120,0,5,13,2,N,Jump,Turf,93
Roscommon,20230710,17:35,Adare Manor Opportunity Maiden Hurdle,-,F3F/00P-,-,Broken Bond,L A McKenna,C O'Dwyer,121,7,11.4,N,N,N,N,104,54,2m 4f,19,-, Good,112,0,-1,14,16,N,Jump,Turf,58
Roscommon,20230710,17:35,Adare Manor Opportunity Maiden Hurdle,-,770-,-,Wee Monarch,C M Quirke,P F McEnery,262,6,11.4,N,N,N,N,-,61,2m 4f,19,-, Good,0,0,-3,15,12,N,Jump,Turf,-
Roscommon,20230710,17:35,Adare Manor Opportunity Maiden Hurdle,-,00-,-,Charlie Bawnie,R J Condon,T G McCourt,177,5,10.11,N,N,N,N,-,36,2m 4f,19,-, Good,18,0,-1,16,17,N,Jump,Turf,-
Roscommon,20230710,17:35,Adare Manor Opportunity Maiden Hurdle,-,6,6,He Might Be Lucky,M P O'Connor,L Young,50,6,11.4,N,N,N,N,-,88,2m 4f,19,-, Good,0,0,-7,17,11,N,Jump,Turf,-
Roscommon,20230710,17:35,Adare Manor Opportunity Maiden Hurdle,-,-,-,Maple Meadow,Sarah Kavanagh,Colm Murphy,-,5,11.4,N,N,N,N,-,60,2m 4f,19,-, Good,0,0,0,18,13,N,Jump,Turf,-
Roscommon,20230710,17:35,Adare Manor Opportunity Maiden Hurdle,-,51-,-,Scorsese,Reserve 3,Colm Murphy,127,5,11.4,N,N,N,N,-,196,2m 4f,19,-, Good,0,0,-7,19,3,N,Jump,Turf,-
Chepstow,20230710,17:55,Office Visions Your Space Our Vision EBF Restricted Maiden Stakes (GBB Race) (Class 5),10,976,6,Another Gift,Saffie Osborne,E A L Dunlop,21,2,9.0,N,N,N,N,-,94,7f 16y,10,5, Good To Soft,53,0,0,1,6,N,Flat,Turf,32
Chepstow,20230710,17:55,Office Visions Your Space Our Vision EBF Restricted Maiden Stakes (GBB Race) (Class 5),1,2,2,Hadrian's Wall,Hollie Doyle,A Watson,21,2,9.7,N,N,N,N,-,162,7f 16y,10,5, Good To Soft,76,0,0,2,2,N,Flat,Turf,-
Chepstow,20230710,17:55,Office Visions Your Space Our Vision EBF Restricted Maiden Stakes (GBB Race) (Class 5),3,79,9,Pinpoint,P J Dobbs,R Hannon,27,2,9.7,N,N,N,N,-,56,7f 16y,10,5, Good To Soft,57,-1,0,3,7,N,Flat,Turf,41
Chepstow,20230710,17:55,Office Visions Your Space Our Vision EBF Restricted Maiden Stakes (GBB Race) (Class 5),8,62,2,Big Brown Bear,Charles Bishop,Eve Johnson Houghton,20,2,9.7,N,N,N,N,-,189,7f 16y,10,5, Good To Soft,75,0,3,4,1,N,Flat,Turf,52
Chepstow,20230710,17:55,Office Visions Your Space Our Vision EBF Restricted Maiden Stakes (GBB Race) (Class 5),7,6,6,Takeover Target,L P Keniry,Tom Dascombe,21,2,9.7,N,N,N,N,-,94,7f 16y,10,5, Good To Soft,54,0,0,5,5,N,Flat,Turf,-
Chepstow,20230710,17:55,Office Visions Your Space Our Vision EBF Restricted Maiden Stakes (GBB Race) (Class 5),5,66,6,Aquifolia,K T O'Neill,G Harris,30,2,9.0,N,N,N,N,-,100,7f 16y,10,5, Good To Soft,53,0,1,6,4,N,Flat,Turf,33
Chepstow,20230710,17:55,Office Visions Your Space Our Vision EBF Restricted Maiden Stakes (GBB Race) (Class 5),9,75,5,Al Khawaneej River,Dane O'Neill,M P Tregoning,20,2,9.5,N,N,N,N,-,103,7f 16y,10,5, Good To Soft,67,-1,2,7,3,N,Flat,Turf,31
Chepstow,20230710,17:55,Office Visions Your Space Our Vision EBF Restricted Maiden Stakes (GBB Race) (Class 5),2,-,-,Loaded Quiver,L Morris,A Watson,-,2,9.7,N,N,N,N,-,46,7f 16y,10,5, Good To Soft,0,0,0,8,8,N,Flat,Turf,-
Chepstow,20230710,17:55,Office Visions Your Space Our Vision EBF Restricted Maiden Stakes (GBB Race) (Class 5),4,-,-,Per Contra,J P Spencer,Ollie Sangster,-,2,9.7,N,N,N,N,-,46,7f 16y,10,5, Good To Soft,0,0,0,9,9,N,Flat,Turf,-
Chepstow,20230710,17:55,Office Visions Your Space Our Vision EBF Restricted Maiden Stakes (GBB Race) (Class 5),6,-,-,Acclaim To Royalty,David Probert,Ian Williams,-,2,9.5,N,N,N,N,-,46,7f 16y,10,5, Good To Soft,0,0,0,10,10,N,Flat,Turf,-
Roscommon,20230710,18:05,Frenchpark Maiden Hurdle,-,-,-,Stormy Jenn,D Meyler,P Cluskey,16,6,11.5,N,N,N,N,-,80,1m 7f 110y,19,-, Good,0,0,21,1,6,N,Jump,Turf,-
Roscommon,20230710,18:05,Frenchpark Maiden Hurdle,-,-,-,Pretty Soldier,S D Torrens,M Torrens,16,6,11.12,N,N,N,N,-,80,1m 7f 110y,19,-, Good,0,0,25,2,5,N,Jump,Turf,-
Roscommon,20230710,18:05,Frenchpark Maiden Hurdle,-,-,-,Finans Bay,Rachael Blackmore,H De Bromhead,44,6,11.12,N,N,N,N,-,61,1m 7f 110y,19,-, Good,0,0,36,3,7,N,Jump,Turf,-
Roscommon,20230710,18:05,Frenchpark Maiden Hurdle,-,-,-,Fast Medicine,J S McGarvey,J J Hanlon,289,5,11.12,N,N,N,N,-,60,1m 7f 110y,19,-, Good,0,0,46,4,10,N,Jump,Turf,-
Roscommon,20230710,18:05,Frenchpark Maiden Hurdle,-,U/,/,Timourid,K M Donoghue,P W Flynn,8,6,11.12,N,Y,N,N,-,91,1m 7f 110y,19,-, Good,0,0,33,5,4,N,Jump,Turf,-
Roscommon,20230710,18:05,Frenchpark Maiden Hurdle,-,12/2,2,Sherodan,S W Flanagan,Peter Fahey,41,6,11.12,N,N,Y,N,-,298,1m 7f 110y,19,-, Good,122,0,0,6,1,N,Jump,Turf,110
Roscommon,20230710,18:05,Frenchpark Maiden Hurdle,-,00,0,Rushford,H Morgan,Thomas R Hughes,35,4,11.8,N,N,N,N,-,12,1m 7f 110y,19,-, Good,80,0,1,7,19,N,Jump,Turf,38
Roscommon,20230710,18:05,Frenchpark Maiden Hurdle,-,P-,-,Jimmy Mcgill,D J O'Keeffe,Ian Donoghue,79,5,11.4,N,N,N,N,-,60,1m 7f 110y,19,-, Good,0,0,38,8,12,N,Jump,Turf,-
Roscommon,20230710,18:05,Frenchpark Maiden Hurdle,-,8,8,Suile Ban,Reserve 3,D Hogan,1,4,11.0,N,N,N,N,-,52,1m 7f 110y,19,-, Good,0,0,-1,9,14,N,Jump,Turf,-
Roscommon,20230710,18:05,Frenchpark Maiden Hurdle,-,PP64/,/,Ballycallan King,S Cleary-Farrell,Barry J Fitzgerald,36,6,11.4,N,N,N,N,-,138,1m 7f 110y,19,-, Good,120,0,9,10,2,N,Jump,Turf,-
Roscommon,20230710,18:05,Frenchpark Maiden Hurdle,-,80-00,0,Dugort Bay,M M McDonagh,P Stafford,41,5,10.11,N,N,N,N,-,36,1m 7f 110y,19,-, Good,74,0,5,11,16,N,Jump,Turf,48
Roscommon,20230710,18:05,Frenchpark Maiden Hurdle,-,7,7,Electric Eddy,K E Buckley,Mrs P Dobbs,48,5,11.4,N,N,N,N,-,60,1m 7f 110y,19,-, Good,107,0,-5,12,11,N,Jump,Turf,72
Roscommon,20230710,18:05,Frenchpark Maiden Hurdle,-,-,-,Beanie To Sea,A P Kelly,S Fahey,30,5,10.11,N,N,N,N,-,36,1m 7f 110y,19,-, Good,93,0,-1,13,15,N,Jump,Turf,54
Roscommon,20230710,18:05,Frenchpark Maiden Hurdle,-,70,0,Winds Of Winter,Reserve 1,P W Flynn,30,5,10.11,N,N,N,N,-,36,1m 7f 110y,19,-, Good,87,0,-6,14,18,N,Jump,Turf,36
Roscommon,20230710,18:05,Frenchpark Maiden Hurdle,-,3U-P,P,Longagoanfarbehind,B P Kennedy,S Fahey,60,6,11.4,N,N,N,N,-,116,1m 7f 110y,19,-, Good,0,0,5,15,3,N,Jump,Turf,-
Roscommon,20230710,18:05,Frenchpark Maiden Hurdle,-,8-,-,Don'tstopthemusic,J J Slevin,M Brassil,196,6,11.4,N,N,N,N,-,61,1m 7f 110y,19,-, Good,114,0,-8,16,8,N,Jump,Turf,58
Roscommon,20230710,18:05,Frenchpark Maiden Hurdle,-,-,-,Great Rainbow,Reserve 2,B McMahon,30,5,11.4,N,N,N,N,-,60,1m 7f 110y,19,-, Good,76,0,-3,17,13,N,Jump,Turf,-
Roscommon,20230710,18:05,Frenchpark Maiden Hurdle,-,P2/90-,-,Free Parking,Thomas Reilly,J C McConnell,163,6,11.4,N,N,N,N,-,61,1m 7f 110y,19,-, Good,33,0,-1,18,9,N,Jump,Turf,-
Roscommon,20230710,18:05,Frenchpark Maiden Hurdle,-,U990-,-,No Risk No Story,P T Enright,C Byrnes,223,5,10.11,N,N,N,N,-,36,1m 7f 110y,19,-, Good,46,0,-1,19,17,N,Jump,Turf,20
Ripon,20230710,18:15,ripon-races.co.uk Book Now For Saturday 22nd Fillies' Restricted Novice Stakes (GBB Race) (Class 5),7,20,0,Geologist,Tom Marquand,Miss A Murphy,19,2,9.2,N,N,N,N,-,162,6f,9,5, Good,87,-4,0,1,3,N,Flat,Turf,76
Ripon,20230710,18:15,ripon-races.co.uk Book Now For Saturday 22nd Fillies' Restricted Novice Stakes (GBB Race) (Class 5),6,3,3,Arizona Desert,Rowan Scott,Alice Haynes,27,2,9.2,Y,N,N,N,-,111,6f,9,5, Good,73,-1,0,2,5,N,Flat,Turf,26
Ripon,20230710,18:15,ripon-races.co.uk Book Now For Saturday 22nd Fillies' Restricted Novice Stakes (GBB Race) (Class 5),8,38332,2,Bellarchi,Sam James,Grant Tuer,11,2,9.2,N,N,N,N,69,223,6f,9,5, Good,82,-1,2,3,1,N,Flat,Turf,81
Ripon,20230710,18:15,ripon-races.co.uk Book Now For Saturday 22nd Fillies' Restricted Novice Stakes (GBB Race) (Class 5),9,14,4,Catton Lady,Billy Garritty,M & D Easterby,18,2,9.7,N,N,N,N,69,217,6f,9,5, Good,77,0,3,4,2,N,Flat,Turf,76
Ripon,20230710,18:15,ripon-races.co.uk Book Now For Saturday 22nd Fillies' Restricted Novice Stakes (GBB Race) (Class 5),4,047,7,Dear Mary,D Fentiman,T D Easterby,19,2,9.2,N,N,N,N,65,117,6f,9,5, Good,79,-1,1,5,4,N,Flat,Turf,78
Ripon,20230710,18:15,ripon-races.co.uk Book Now For Saturday 22nd Fillies' Restricted Novice Stakes (GBB Race) (Class 5),5,57,7,Carnaby Princess,D Allan,T D Easterby,9,2,9.0,N,N,N,N,-,109,6f,9,5, Good,69,0,0,6,6,N,Flat,Turf,47
Ripon,20230710,18:15,ripon-races.co.uk Book Now For Saturday 22nd Fillies' Restricted Novice Stakes (GBB Race) (Class 5),1,76,6,Loubiere,Jason Watson,R Menzies,7,2,9.2,N,N,N,N,-,81,6f,9,5, Good,65,0,0,7,7,N,Flat,Turf,21
Ripon,20230710,18:15,ripon-races.co.uk Book Now For Saturday 22nd Fillies' Restricted Novice Stakes (GBB Race) (Class 5),3,-,-,Roswood,Cam Hardie,R A Fahey,21,2,9.0,N,N,N,N,-,67,6f,9,5, Good,31,0,-2,8,8,N,Flat,Turf,-
Ripon,20230710,18:15,ripon-races.co.uk Book Now For Saturday 22nd Fillies' Restricted Novice Stakes (GBB Race) (Class 5),2,-,-,Nevzilla,Jonny Peate,Craig Lidster,-,2,9.0,N,N,N,N,-,46,6f,9,5, Good,0,0,0,9,9,N,Flat,Turf,-
Chepstow,20230710,18:30,Celsa Steel Sustainability Restricted Maiden Stakes (GBB Race) (Class 5),4,2,2,Pressure's On,Rossa Ryan,E A L Dunlop,21,2,9.7,N,N,N,N,-,162,6f 16y,5,5, Good To Soft,75,0,0,1,3,N,Flat,Turf,-
Chepstow,20230710,18:30,Celsa Steel Sustainability Restricted Maiden Stakes (GBB Race) (Class 5),5,53,3,She Is A Keeper,P J Dobbs,R Hannon,12,2,9.2,N,N,N,N,-,164,6f 16y,5,5, Good To Soft,74,-1,0,2,2,N,Flat,Turf,62
Chepstow,20230710,18:30,Celsa Steel Sustainability Restricted Maiden Stakes (GBB Race) (Class 5),1,74,4,Moe's Legacy,David Probert,R Harris,12,2,9.0,N,N,N,N,-,123,6f 16y,5,5, Good To Soft,70,-1,0,3,4,N,Flat,Turf,57
Chepstow,20230710,18:30,Celsa Steel Sustainability Restricted Maiden Stakes (GBB Race) (Class 5),3,26,6,Ethandun,Charles Bishop,Eve Johnson Houghton,42,2,9.7,Y,N,N,N,-,168,6f 16y,5,5, Good To Soft,88,0,2,4,1,N,Flat,Turf,85
Chepstow,20230710,18:30,Celsa Steel Sustainability Restricted Maiden Stakes (GBB Race) (Class 5),2,-,-,Gladly Ever After,Hollie Doyle,A Watson,-,2,9.2,N,N,N,N,-,46,6f 16y,5,5, Good To Soft,0,0,0,5,5,N,Flat,Turf,-
Roscommon,20230710,18:38,SuperValu Co. Roscommon Ladies Day Novice Hurdle,-,3-1,1,Katou,D E Mullins,W P Mullins,37,6,11.1,N,N,N,N,-,216,1m 7f 110y,8,-, Good,129,0,2,1,3,N,Jump,Turf,119
Roscommon,20230710,18:38,SuperValu Co. Roscommon Ladies Day Novice Hurdle,-,1R53-1,1,Williamstowndancer,P Townend,W P Mullins,52,5,11.1,N,N,Y,N,-,262,1m 7f 110y,8,-, Good,143,0,-4,2,2,N,Jump,Turf,119
