Venue,Date,Time,Race Name,Draw,Form,Last Form,Horse,Jockey,Trainer,Date Last Run,Age,Weight,Beaten Favourite,Course Winner,Distance Winner,Course & Distance Winner,OR,RDB Rating,Race Distance,Runner Count,Class,Going,RPR,Class Change,Weight Diff,WFF Rank,RDB Rank,Handi/Non Handi,Flat/Jump,Surface Type,Top Speed
Leicester,20230708,14:55,Smooth Breakfast With Gareth Evans Selling Stakes (Class 3),2,968,8,Equiart,J Mitchell,Darryll Holland,19,2,9.4,N,N,N,N,45,94,6f,11,3, Good To Firm,42,2,-3,6,5.0,N,Flat,Turf,24
Leicester,20230708,14:55,Smooth Breakfast With Gareth Evans Selling Stakes (Class 3),6,825,5,Regal Fighter,Billy Loughnane,R Brisland,22,2,9.4,N,N,N,N,60,187,6f,11,3, Good To Firm,64,1,-3,7,1.0,N,Flat,Turf,49
Leicester,20230708,14:55,Smooth Breakfast With Gareth Evans Selling Stakes (Class 3),7,57,7,Coastal Sunrise,Mollie Phillips,W Stone,30,2,8.13,N,N,N,N,-,50,6f,11,3, Good To Firm,52,2,-1,8,9.0,N,Flat,Turf,-
Leicester,20230708,14:55,Smooth Breakfast With Gareth Evans Selling Stakes (Class 3),8,09,9,Chris's Mate,Liam Wright,R Brisland,9,2,9.4,N,N,N,N,-,73,6f,11,3, Good To Firm,53,2,0,9,7.0,N,Flat,Turf,35
Leicester,20230708,14:55,Smooth Breakfast With Gareth Evans Selling Stakes (Class 3),11,09,9,Hit The Sack,George Downing,P D Evans,23,2,8.13,N,N,N,N,-,24,6f,11,3, Good To Firm,36,1,-1,10,11.0,N,Flat,Turf,-
Leicester,20230708,14:55,Smooth Breakfast With Gareth Evans Selling Stakes (Class 3),4,-,-,Us Navy Jack,Barry McHugh,Adrian Nicholls,-,2,9.4,N,N,N,N,-,46,6f,11,3, Good To Firm,0,0,0,11,10.0,N,Flat,Turf,-
Sandown,20230708,15:00,Coral Distaff (Fillies' Listed) (Class 1),6,42-21,1,Back See Daa,Jason Watson,K R Burke,23,3,9.2,N,N,Y,N,87,305,1m,12,1, Good,100,1,0,1,1.0,N,Flat,Turf,88
Sandown,20230708,15:00,Coral Distaff (Fillies' Listed) (Class 1),11,13-2452,2,Mystic Pearl,Tom Marquand,W J Haggas,21,3,9.2,N,N,N,N,78,198,1m,12,1, Good,93,3,-3,2,3.0,N,Flat,Turf,69
Sandown,20230708,15:00,Coral Distaff (Fillies' Listed) (Class 1),12,2325-72,2,Breege,Non Runner,J J Quinn,15,3,9.2,N,N,N,N,105,162,1m,12,1, Good,120,1,-4,3,4.0,N,Flat,Turf,-
Sandown,20230708,15:00,Coral Distaff (Fillies' Listed) (Class 1),9,11-5648,8,Magical Sunset,P J Dobbs,R Hannon,15,3,9.2,N,N,N,N,102,117,1m,12,1, Good,117,1,-6,4,7.0,N,Flat,Turf,88
Sandown,20230708,15:00,Coral Distaff (Fillies' Listed) (Class 1),2,3140-0,0,Cell Sa Beela,Jim Crowley,R Varian,15,3,9.2,N,N,N,N,94,67,1m,12,1, Good,99,1,2,5,10.0,N,Flat,Turf,91
Sandown,20230708,15:00,Coral Distaff (Fillies' Listed) (Class 1),1,138-80,0,Lady Alara,K Shoemark,C Hills,15,3,9.2,N,N,N,N,90,67,1m,12,1, Good,102,1,4,6,12.0,N,Flat,Turf,53
Sandown,20230708,15:00,Coral Distaff (Fillies' Listed) (Class 1),7,1-400,0,Karsavina,Rossa Ryan,C G Cox,15,3,9.2,N,N,N,N,97,67,1m,12,1, Good,109,1,-3,7,11.0,N,Flat,Turf,71
Sandown,20230708,15:00,Coral Distaff (Fillies' Listed) (Class 1),8,1-690,0,Bridestones,W Buick,J & T Gosden,15,3,9.2,N,N,Y,N,93,121,1m,12,1, Good,104,1,1,8,6.0,N,Flat,Turf,66
Sandown,20230708,15:00,Coral Distaff (Fillies' Listed) (Class 1),10,1-202,2,Stenton Glider,Andrea Atzeni,H Palmer,34,3,9.2,N,N,N,N,103,141,1m,12,1, Good,117,0,0,9,5.0,N,Flat,Turf,78
Sandown,20230708,15:00,Coral Distaff (Fillies' Listed) (Class 1),4,158-775,5,Crystallium,Saffie Osborne,P W Chapple-Hyam,27,3,9.2,N,N,N,N,92,92,1m,12,1, Good,106,0,0,10,8.0,N,Flat,Turf,61
Sandown,20230708,15:00,Coral Distaff (Fillies' Listed) (Class 1),5,1522-08,8,Miss Jungle Cat,T E Whelan,K R Burke,10,3,9.2,N,N,N,N,85,73,1m,12,1, Good,98,0,0,11,9.0,N,Flat,Turf,64
Sandown,20230708,15:00,Coral Distaff (Fillies' Listed) (Class 1),3,626-1,1,Maggie's Way,Hollie Doyle,W Muir & C Grassick,67,3,9.2,N,N,Y,N,84,227,1m,12,1, Good,101,4,-8,12,2.0,N,Flat,Turf,88
Haydock,20230708,15:15,bet365 Old Newton Cup Handicap (Class 2),5,5-03484,4,Toshizou,Jonny Peate,R Fell & S Murray,36,5,8.11,N,N,N,N,90,68,1m 3f 175y,19,2, Good,113,0,1,1,18.0,Y,Flat,Turf,92
Haydock,20230708,15:15,bet365 Old Newton Cup Handicap (Class 2),17,121603,3,Nolton Cross,N Callan,H Palmer,14,4,9.0,N,N,Y,N,93,188,1m 3f 175y,19,2, Good,115,0,-3,2,8.0,Y,Flat,Turf,53
Haydock,20230708,15:15,bet365 Old Newton Cup Handicap (Class 2),13,602-053,3,Howth,L Morris,M Appleby,30,4,8.1,N,N,N,N,89,111,1m 3f 175y,19,2, Good,108,0,0,3,16.0,Y,Flat,Turf,62
Haydock,20230708,15:15,bet365 Old Newton Cup Handicap (Class 2),19,265-404,4,Euchen Glen,P Mulrennan,J S Goldie,14,10,9.6,N,Y,Y,N,99,185,1m 3f 175y,19,2, Good,115,0,-3,4,9.0,Y,Flat,Turf,83
Haydock,20230708,15:15,bet365 Old Newton Cup Handicap (Class 2),1,4399-11,1,Sheer Rocks,Charles Bishop,Eve Johnson Houghton,35,4,9.1,N,N,Y,N,94,306,1m 3f 175y,19,2, Good,113,0,7,5,2.0,Y,Flat,Turf,91
Haydock,20230708,15:15,bet365 Old Newton Cup Handicap (Class 2),2,15-5165,5,Scampi,David Probert,A M Balding,14,5,8.11,N,N,Y,N,90,162,1m 3f 175y,19,2, Good,114,0,-3,6,10.0,Y,Flat,Turf,90
Haydock,20230708,15:15,bet365 Old Newton Cup Handicap (Class 2),10,76-6306,6,Dark Jedi,D Fentiman,T D Easterby,14,7,9.2,N,N,Y,N,95,150,1m 3f 175y,19,2, Good,114,0,-5,7,12.0,Y,Flat,Turf,70
Haydock,20230708,15:15,bet365 Old Newton Cup Handicap (Class 2),16,7-04131,1,Knightswood,Non Runner,Charlie Johnston,17,4,8.7,N,N,Y,N,86,243,1m 3f 175y,19,2, Good,115,2,-12,8,3.0,Y,Flat,Turf,-
Haydock,20230708,15:15,bet365 Old Newton Cup Handicap (Class 2),12,5220-70,0,Maksud,David Egan,H Morrison,15,4,9.4,N,N,N,N,97,73,1m 3f 175y,19,2, Good,117,0,-2,9,17.0,Y,Flat,Turf,98
Haydock,20230708,15:15,bet365 Old Newton Cup Handicap (Class 2),7,155-232,2,Wootton'sun,J Fanning,R A Fahey,13,4,8.6,N,N,N,N,85,197,1m 3f 175y,19,2, Good,113,1,-15,10,7.0,Y,Flat,Turf,100
Haydock,20230708,15:15,bet365 Old Newton Cup Handicap (Class 2),4,33114-,-,La Yakel,D Tudhope,W J Haggas,274,4,8.13,Y,N,Y,N,92,224,1m 3f 175y,19,2, Good,117,0,0,11,5.0,Y,Flat,Turf,79
Haydock,20230708,15:15,bet365 Old Newton Cup Handicap (Class 2),6,6/8308-8,8,Graphite,O J Orr,T Kent,31,9,8.11,N,N,Y,N,90,63,1m 3f 175y,19,2, Good,112,1,-4,12,19.0,Y,Flat,Turf,68
Haydock,20230708,15:15,bet365 Old Newton Cup Handicap (Class 2),8,113-611,1,Cumulonimbus,R Kingscote,C Fellowes,28,4,9.1,N,Y,Y,Y,94,330,1m 3f 175y,19,2, Good,111,0,9,13,1.0,Y,Flat,Turf,46
Haydock,20230708,15:15,bet365 Old Newton Cup Handicap (Class 2),15,803-730,0,Certain Lad,Non Runner,Jack Channon,18,7,9.12,N,Y,N,N,105,132,1m 3f 175y,19,2, Good,113,-1,7,14,14.0,Y,Flat,Turf,-
Haydock,20230708,15:15,bet365 Old Newton Cup Handicap (Class 2),18,37-5034,4,Onesmoothoperator,Ben Robinson,B Ellison,28,5,8.13,N,N,N,N,92,133,1m 3f 175y,19,2, Good,114,0,3,15,13.0,Y,Flat,Turf,79
Haydock,20230708,15:15,bet365 Old Newton Cup Handicap (Class 2),3,207-110,0,Teumessias Fox,Harry Davies,A M Balding,15,4,9.1,Y,N,Y,N,103,227,1m 3f 175y,19,2, Good,119,0,-1,16,4.0,Y,Flat,Turf,86
Haydock,20230708,15:15,bet365 Old Newton Cup Handicap (Class 2),14,2-20136,6,Sir Rumi,Kevin Stott,R Hannon,42,5,9.1,N,Y,Y,N,94,200,1m 3f 175y,19,2, Good,113,0,0,17,6.0,Y,Flat,Turf,95
Haydock,20230708,15:15,bet365 Old Newton Cup Handicap (Class 2),11,1/130-70,0,Gaassee,A J Farragher,W J Haggas,18,5,9.6,N,N,Y,N,99,125,1m 3f 175y,19,2, Good,115,0,-2,18,15.0,Y,Flat,Turf,73
Haydock,20230708,15:15,bet365 Old Newton Cup Handicap (Class 2),9,40165-0,0,Alright Sunshine,Billy Garritty,K Dalgleish,18,8,9.7,N,N,Y,N,100,151,1m 3f 175y,19,2, Good,114,0,-1,19,11.0,Y,Flat,Turf,100
Naas,20230708,15:20,Rushe's SuperValu Apprentice Handicap (47-65),16,0461-06,6,Livingston Range,P A Harnett,L Breen,15,5,10.1,N,N,Y,N,64,126,5f 205y,25,-, Good,74,0,8,1,8.0,Y,Flat,Turf,52
Naas,20230708,15:20,Rushe's SuperValu Apprentice Handicap (47-65),7,922466,6,Catherine Chroi,H J Horgan,C O'Connell,10,5,9.2,N,N,Y,N,51,185,5f 205y,25,-, Good,75,0,-2,2,3.0,Y,Flat,Turf,52
Naas,20230708,15:20,Rushe's SuperValu Apprentice Handicap (47-65),21,03-0035,5,Hot Whispers,Cillian McConnell,D Hogan,10,4,8.12,N,N,N,N,47,138,5f 205y,25,-, Good,72,0,6,3,7.0,Y,Flat,Turf,59
Naas,20230708,15:20,Rushe's SuperValu Apprentice Handicap (47-65),1,100606,6,American In Paris,K S McHugh,D Hogan,15,3,8.11,N,N,Y,N,51,116,5f 205y,25,-, Good,79,0,4,4,11.0,Y,Flat,Turf,44
Naas,20230708,15:20,Rushe's SuperValu Apprentice Handicap (47-65),23,74-6820,0,Stanhope,Siobhan Rutledge,J C McConnell,10,9,9.4,N,N,Y,N,53,217,5f 205y,25,-, Good,76,0,-1,5,1.0,Y,Flat,Turf,52
Naas,20230708,15:20,Rushe's SuperValu Apprentice Handicap (47-65),22,207845,5,Teddy Boy,Reserve 1,E Lynam,1,8,8.12,N,N,Y,N,47,156,5f 205y,25,-, Good,76,0,1,6,5.0,Y,Flat,Turf,54
Naas,20230708,15:20,Rushe's SuperValu Apprentice Handicap (47-65),20,080200,0,Pretty Boy Floyd,O McSweeney,Mrs S Dawson,10,8,9.12,N,N,Y,N,61,121,5f 205y,25,-, Good,74,0,1,7,9.0,Y,Flat,Turf,50
Naas,20230708,15:20,Rushe's SuperValu Apprentice Handicap (47-65),10,997390,0,It Might Be You,R Whearty,Thomas Coyle,10,4,8.12,N,N,N,N,47,47,5f 205y,25,-, Good,77,0,6,8,24.0,Y,Flat,Turf,46
Naas,20230708,15:20,Rushe's SuperValu Apprentice Handicap (47-65),6,5-37300,0,Zaza Zut,Amy Jo Hayes,K J Condon,10,3,8.8,N,N,N,N,48,34,5f 205y,25,-, Good,75,0,4,9,25.0,Y,Flat,Turf,64
Naas,20230708,15:20,Rushe's SuperValu Apprentice Handicap (47-65),25,600513,3,Amanirenas,J J G Ryan,M C Grassick,16,4,10.2,N,N,N,N,65,202,5f 205y,25,-, Good,73,0,10,10,2.0,Y,Flat,Turf,57
Naas,20230708,15:20,Rushe's SuperValu Apprentice Handicap (47-65),8,00009-4,4,Carlton Banks,S T McCullagh,J F Levins,53,5,9.12,Y,N,N,Y,61,168,5f 205y,25,-, Good,76,0,11,11,4.0,Y,Flat,Turf,45
Naas,20230708,15:20,Rushe's SuperValu Apprentice Handicap (47-65),9,806060,0,Plankton,M W Hassett,A McNamara,10,4,9.0,N,N,N,N,49,106,5f 205y,25,-, Good,76,0,-4,12,14.0,Y,Flat,Turf,49
Naas,20230708,15:20,Rushe's SuperValu Apprentice Handicap (47-65),24,002389,9,Florence Thompson,C M Hogan,J G Murray,1,6,9.2,N,N,N,N,51,55,5f 205y,25,-, Good,74,0,-2,13,23.0,Y,Flat,Turf,55
Naas,20230708,15:20,Rushe's SuperValu Apprentice Handicap (47-65),18,0-28707,7,Theriverrunsdeep,Tom Kiely Marshall,S G O'Donnell,16,7,9.2,N,N,Y,N,51,117,5f 205y,25,-, Good,75,0,6,14,10.0,Y,Flat,Turf,79
Naas,20230708,15:20,Rushe's SuperValu Apprentice Handicap (47-65),13,0-00540,0,Tammany Hall,J Cleary,P J McKenna,4,5,8.13,Y,N,N,N,48,76,5f 205y,25,-, Good,78,0,0,15,22.0,Y,Flat,Turf,49
Naas,20230708,15:20,Rushe's SuperValu Apprentice Handicap (47-65),19,0069,9,Giocoso,C Horgan,A Slattery,4,4,9.5,N,N,N,N,54,87,5f 205y,25,-, Good,70,0,5,16,18.0,Y,Flat,Turf,50
Naas,20230708,15:20,Rushe's SuperValu Apprentice Handicap (47-65),17,9007-00,0,Chrismoltisanti,J Coen,R O'Sullivan,16,4,10.0,N,N,Y,N,63,101,5f 205y,25,-, Good,77,0,1,17,16.0,Y,Flat,Turf,31
Naas,20230708,15:20,Rushe's SuperValu Apprentice Handicap (47-65),14,0005-56,6,Stickyourneckout,C J MacRedmond,J F Levins,53,4,8.12,N,N,N,N,47,83,5f 205y,25,-, Good,71,0,0,18,19.0,Y,Flat,Turf,38
Naas,20230708,15:20,Rushe's SuperValu Apprentice Handicap (47-65),4,454897,7,Mogwli,M Telford Kelly,W McCreery,24,6,9.13,N,N,Y,N,62,111,5f 205y,25,-, Good,80,0,13,19,13.0,Y,Flat,Turf,46
Naas,20230708,15:20,Rushe's SuperValu Apprentice Handicap (47-65),12,02190-0,0,Cailin Cliste,J Kearney,John O'Donoghue,31,4,10.0,N,N,Y,N,63,80,5f 205y,25,-, Good,66,0,8,20,20.0,Y,Flat,Turf,60
Naas,20230708,15:20,Rushe's SuperValu Apprentice Handicap (47-65),5,3009-40,0,Brown Eagle,D E Sheehy,M C Grassick,47,4,9.12,N,N,N,N,61,102,5f 205y,25,-, Good,76,0,-1,21,15.0,Y,Flat,Turf,60
Naas,20230708,15:20,Rushe's SuperValu Apprentice Handicap (47-65),11,0000-60,0,Eriskay,O Enright,D K Weld,22,4,9.3,N,N,Y,N,52,143,5f 205y,25,-, Good,74,0,6,22,6.0,Y,Flat,Turf,41
Naas,20230708,15:20,Rushe's SuperValu Apprentice Handicap (47-65),3,450,0,At Long Last,C Stone-Walsh,A Oliver,46,4,9.11,N,N,N,N,60,88,5f 205y,25,-, Good,72,0,-2,23,17.0,Y,Flat,Turf,59
Naas,20230708,15:20,Rushe's SuperValu Apprentice Handicap (47-65),15,4-56,6,Elda,J A Powell,A Kinirons,56,4,9.11,N,N,N,N,60,115,5f 205y,25,-, Good,70,0,-1,24,12.0,Y,Flat,Turf,58
Naas,20230708,15:20,Rushe's SuperValu Apprentice Handicap (47-65),2,87070-5,5,Improving,Adam Caffrey,A Leahy,83,7,9.4,N,N,N,N,53,78,5f 205y,25,-, Good,77,0,3,25,21.0,Y,Flat,Turf,52
Beverley,20230708,15:25,Matthew Ireland Memorial Handicap (Class 6),1,8-94225,5,Let's Go Hugo,Harry Russell,Ollie Pears,14,3,9.1,N,N,Y,N,66,258,5f,12,6, Good To Firm,78,-2,17,1,2.0,Y,Flat,Turf,51
Beverley,20230708,15:25,Matthew Ireland Memorial Handicap (Class 6),10,0078,8,King Of The Jungle,P Hanagan,M & D Easterby,39,3,8.13,N,N,N,N,55,14,5f,12,6, Good To Firm,67,0,-1,2,12.0,Y,Flat,Turf,55
Beverley,20230708,15:25,Matthew Ireland Memorial Handicap (Class 6),3,556611,1,Rwenearlytheredad,Zak Wheatley,D Carroll,8,3,9.7,N,N,N,Y,63,341,5f,12,6, Good To Firm,79,0,9,3,1.0,Y,Flat,Turf,53
Beverley,20230708,15:25,Matthew Ireland Memorial Handicap (Class 6),2,2-13863,3,Bella Kopella,Faye McManoman,N Tinkler,11,3,9.4,N,N,N,N,60,155,5f,12,6, Good To Firm,75,0,1,4,3.0,Y,Flat,Turf,41
Beverley,20230708,15:25,Matthew Ireland Memorial Handicap (Class 6),9,336-457,7,Midnight Flame,Gianluca Sanna,J J Quinn,30,3,9.4,N,N,N,N,60,82,5f,12,6, Good To Firm,72,0,-7,5,7.0,Y,Flat,Turf,65
Beverley,20230708,15:25,Matthew Ireland Memorial Handicap (Class 6),6,877600,0,Lupset Flossy Pop,Hector Crouch,Phillip Makin,8,3,9.1,N,N,N,N,57,73,5f,12,6, Good To Firm,74,0,-4,6,8.0,Y,Flat,Turf,38
Beverley,20230708,15:25,Matthew Ireland Memorial Handicap (Class 6),7,1855-60,0,Ohnojoe,Ben Sanderson,Jessica Macey,20,3,9.8,N,N,N,N,64,68,5f,12,6, Good To Firm,70,0,-3,7,9.0,Y,Flat,Turf,48
Beverley,20230708,15:25,Matthew Ireland Memorial Handicap (Class 6),4,6517-80,0,Jazzagal,D Allan,T D Easterby,15,3,8.1,N,N,Y,N,52,89,5f,12,6, Good To Firm,74,0,-1,8,6.0,Y,Flat,Turf,45
Beverley,20230708,15:25,Matthew Ireland Memorial Handicap (Class 6),5,309-,-,Rodborough,C Lee,A D Brown,235,3,9.8,N,N,N,N,64,20,5f,12,6, Good To Firm,72,-1,6,9,11.0,Y,Flat,Turf,-
Beverley,20230708,15:25,Matthew Ireland Memorial Handicap (Class 6),11,79320,0,Loveliest,J P Sullivan,Ollie Pears,25,3,8.7,N,N,N,N,49,112,5f,12,6, Good To Firm,77,0,-5,10,5.0,Y,Flat,Turf,65
Beverley,20230708,15:25,Matthew Ireland Memorial Handicap (Class 6),12,6860,0,Senate Queen,F Norton,B Smart,14,3,8.8,N,N,N,N,50,61,5f,12,6, Good To Firm,69,0,-6,11,10.0,Y,Flat,Turf,54
Beverley,20230708,15:25,Matthew Ireland Memorial Handicap (Class 6),8,557-2,2,Grandad Bob,G Lee,P T Midgley,87,3,9.9,N,N,N,N,65,115,5f,12,6, Good To Firm,72,-1,5,12,4.0,Y,Flat,Turf,30
Leicester,20230708,15:30,Loughborough Building Society EBF Restricted Maiden Stakes (GBB Race) (Class 5),5,533-223,3,Bishop's Crown,George Downing,Eve Johnson Houghton,14,3,9.5,N,N,N,N,77,223,6f,8,5, Good To Firm,86,-1,1,1,1.0,N,Flat,Turf,64
Leicester,20230708,15:30,Loughborough Building Society EBF Restricted Maiden Stakes (GBB Race) (Class 5),4,467-,-,Kingsbury,Billy Loughnane,R Brisland,407,3,9.3,N,N,N,N,63,73,6f,8,5, Good To Firm,69,0,-4,2,6.0,N,Flat,Turf,38
Leicester,20230708,15:30,Loughborough Building Society EBF Restricted Maiden Stakes (GBB Race) (Class 5),1,8,8,Boujee Gold,William Carson,A W Carroll,12,4,9.4,N,N,N,N,-,79,6f,8,5, Good To Firm,61,0,-4,3,5.0,N,Flat,Turf,-
Leicester,20230708,15:30,Loughborough Building Society EBF Restricted Maiden Stakes (GBB Race) (Class 5),2,8,8,Belo Horizonte,Daniel Muscutt,R Spencer,25,3,9.3,N,N,N,N,-,56,6f,8,5, Good To Firm,23,0,1,4,7.0,N,Flat,Turf,-
Leicester,20230708,15:30,Loughborough Building Society EBF Restricted Maiden Stakes (GBB Race) (Class 5),7,9-33,3,Ribble Rouser,Barry McHugh,T D Easterby,18,3,9.5,N,N,N,N,78,177,6f,8,5, Good To Firm,75,0,0,5,2.0,N,Flat,Turf,68
Leicester,20230708,15:30,Loughborough Building Society EBF Restricted Maiden Stakes (GBB Race) (Class 5),6,4,4,Unequal Love,Dane O'Neill,W J Haggas,18,3,9.2,N,N,N,N,-,117,6f,8,5, Good To Firm,60,0,2,6,3.0,N,Flat,Turf,53
Leicester,20230708,15:30,Loughborough Building Society EBF Restricted Maiden Stakes (GBB Race) (Class 5),3,5,5,Hanover Girl,J F Egan,A W Carroll,44,3,9.0,N,N,N,N,-,82,6f,8,5, Good To Firm,0,-1,1,7,4.0,N,Flat,Turf,-
Leicester,20230708,15:30,Loughborough Building Society EBF Restricted Maiden Stakes (GBB Race) (Class 5),8,-,-,Someone's Wish,Darragh Keenan,R Eddery,-,3,9.3,N,N,N,N,-,46,6f,8,5, Good To Firm,0,0,0,8,8.0,N,Flat,Turf,-
Sandown,20230708,15:40,Coral-Eclipse (Group 1) (British Champions Series) (Class 1),3,11261-1,1,Emily Upjohn,W Buick,J & T Gosden,36,4,9.6,N,N,Y,Y,120,320,1m 1f 209y,4,1, Good,131,0,5,1,1.0,N,Flat,Turf,109
Sandown,20230708,15:40,Coral-Eclipse (Group 1) (British Champions Series) (Class 1),4,613-D12,2,West Wind Blows,J P Spencer,S & E Crisford,14,4,9.9,N,N,Y,N,111,302,1m 1f 209y,4,1, Good,121,0,6,2,2.0,N,Flat,Turf,110
Sandown,20230708,15:40,Coral-Eclipse (Group 1) (British Champions Series) (Class 1),1,02426-3,3,Dubai Honour,Tom Marquand,W J Haggas,69,5,9.9,N,N,Y,N,122,160,1m 1f 209y,4,1, Good,129,0,9,3,4.0,N,Flat,Turf,-
Sandown,20230708,15:40,Coral-Eclipse (Group 1) (British Champions Series) (Class 1),2,51-1111,1,Paddington,R L Moore,A P O'Brien,18,3,8.13,N,N,N,N,123,235,1m 1f 209y,4,1, Good,131,0,-1,4,3.0,N,Flat,Turf,118
Haydock,20230708,15:50,bet365 Nursery (Class 4),2,621,1,Notta Nother,S M Levey,R Hannon,15,2,9.4,N,N,N,N,80,262,6f,9,4, Good,94,0,-3,1,1.0,N,Flat,Turf,68
Haydock,20230708,15:50,bet365 Nursery (Class 4),7,19,9,Mayo Neighs,R Kingscote,R M Beckett,17,2,9.9,N,N,N,N,85,141,6f,9,4, Good,95,-3,4,2,7.0,N,Flat,Turf,74
Haydock,20230708,15:50,bet365 Nursery (Class 4),6,3523,3,Mullins Beach,David Egan,B R Millman,53,2,8.8,Y,N,N,N,70,157,6f,9,4, Good,93,1,-11,3,6.0,N,Flat,Turf,67
Haydock,20230708,15:50,bet365 Nursery (Class 4),5,382,2,Fly Pass,William Pyle,Miss A Murphy,16,2,8.4,N,N,N,N,66,130,6f,9,4, Good,88,1,-5,4,8.0,N,Flat,Turf,65
Haydock,20230708,15:50,bet365 Nursery (Class 4),9,466,6,Tierney,Harry Davies,H Palmer,31,2,8.8,N,N,N,N,70,61,6f,9,4, Good,90,1,-6,5,9.0,N,Flat,Turf,86
Haydock,20230708,15:50,bet365 Nursery (Class 4),1,10,0,Flaccianello,Kevin Stott,R A Fahey,15,2,9.5,N,N,N,N,81,167,6f,9,4, Good,87,-3,3,6,5.0,N,Flat,Turf,65
Haydock,20230708,15:50,bet365 Nursery (Class 4),4,2291,1,Innvincible Friend,Alistair Rawlinson,Tom Dascombe,21,2,9.4,N,N,Y,N,80,221,6f,9,4, Good,91,-2,1,7,3.0,N,Flat,Turf,75
Haydock,20230708,15:50,bet365 Nursery (Class 4),3,315,5,Je Ne Sais Quoi,D Tudhope,W J Haggas,21,2,9.0,Y,N,Y,N,76,257,6f,9,4, Good,91,-2,-4,8,2.0,N,Flat,Turf,89
Haydock,20230708,15:50,bet365 Nursery (Class 4),8,310,0,Politico,J Fanning,Charlie Johnston,18,2,9.9,N,N,Y,N,85,195,6f,9,4, Good,90,-3,6,9,4.0,N,Flat,Turf,52
Naas,20230708,15:55,Irish Stallion Farms EBF Fillies Handicap,1,0U4231,1,Coumshingaun,N M Crosse,Kevin Coleman,7,4,9.12,N,N,Y,N,80,269,5f 205y,8,-, Good,88,0,15,1,1.0,Y,Flat,Turf,75
Naas,20230708,15:55,Irish Stallion Farms EBF Fillies Handicap,5,7-99451,1,Sioux Spirit,R P Whelan,K J Condon,10,3,10.0,N,N,N,Y,87,251,5f 205y,8,-, Good,88,0,11,2,2.0,Y,Flat,Turf,78
Naas,20230708,15:55,Irish Stallion Farms EBF Fillies Handicap,2,8-65002,2,Bells On Her Toes,A J Slattery,A Slattery,37,4,9.4,N,N,N,N,72,147,5f 205y,8,-, Good,94,0,-1,3,4.0,Y,Flat,Turf,83
Naas,20230708,15:55,Irish Stallion Farms EBF Fillies Handicap,8,6491,1,Talia,L F Roche,N Lupini,22,3,8.13,N,N,N,N,72,124,5f 205y,8,-, Good,87,0,-1,4,7.0,Y,Flat,Turf,75
Naas,20230708,15:55,Irish Stallion Farms EBF Fillies Handicap,4,216-50,0,Karaoke,D McMonagle,J P O'Brien,35,3,9.5,N,N,Y,N,78,136,5f 205y,8,-, Good,86,0,-4,5,6.0,Y,Flat,Turf,79
Naas,20230708,15:55,Irish Stallion Farms EBF Fillies Handicap,7,423754,4,Little Queenie,R Whearty,P W Flynn,15,4,9.1,N,N,Y,N,69,213,5f 205y,8,-, Good,87,0,0,6,3.0,Y,Flat,Turf,75
Naas,20230708,15:55,Irish Stallion Farms EBF Fillies Handicap,6,401-960,0,Wave Machine,B M Coen,J P Murtagh,41,3,9.13,N,N,Y,Y,86,141,5f 205y,8,-, Good,89,0,7,7,5.0,Y,Flat,Turf,32
Naas,20230708,15:55,Irish Stallion Farms EBF Fillies Handicap,3,20-6188,8,Arthur's Victory,C Stone-Walsh,J Nash,8,5,9.3,N,N,N,N,71,77,5f 205y,8,-, Good,89,0,-9,8,8.0,Y,Flat,Turf,51
Beverley,20230708,16:02,Weatherbys Digital Solutions Coconut Cup Fillies' Handicap (Class 4),1,821-533,3,Young And Fun,Raul Da Silva,R Varian,31,3,9.8,N,N,N,N,78,130,1m 100y,9,4, Good To Firm,83,1,-3,1,7.0,Y,Flat,Turf,69
Beverley,20230708,16:02,Weatherbys Digital Solutions Coconut Cup Fillies' Handicap (Class 4),4,534-43,3,Bint Al Daar,Callum Hutchinson,K P De Foy,24,3,8.12,N,N,N,N,68,129,1m 100y,9,4, Good To Firm,80,0,4,2,8.0,Y,Flat,Turf,66
Beverley,20230708,16:02,Weatherbys Digital Solutions Coconut Cup Fillies' Handicap (Class 4),9,34-4123,3,Senesi,Benoit D L Sayette,K P De Foy,22,3,9.7,N,N,Y,N,77,260,1m 100y,9,4, Good To Firm,85,1,-4,3,3.0,Y,Flat,Turf,69
Beverley,20230708,16:02,Weatherbys Digital Solutions Coconut Cup Fillies' Handicap (Class 4),5,4-27432,2,Strangerontheshore,Faye McManoman,N Tinkler,8,5,9.5,Y,N,Y,Y,66,295,1m 100y,9,4, Good To Firm,82,1,-8,4,2.0,Y,Flat,Turf,66
Beverley,20230708,16:02,Weatherbys Digital Solutions Coconut Cup Fillies' Handicap (Class 4),6,2001-48,8,Speriamo,J P Sullivan,P J McBride,31,3,9.8,N,N,N,N,78,70,1m 100y,9,4, Good To Firm,80,0,7,5,9.0,Y,Flat,Turf,77
Beverley,20230708,16:02,Weatherbys Digital Solutions Coconut Cup Fillies' Handicap (Class 4),7,838-811,1,Dungar Glory,Zak Wheatley,A Keatley,9,4,10.2,N,N,Y,N,77,307,1m 100y,9,4, Good To Firm,81,1,2,6,1.0,Y,Flat,Turf,69
